epoch,step,train_acc_step,train_loss_step
0,9,0.84375,0.30302301049232483
0,19,0.84375,0.4569070637226105
0,29,1.0,0.04593915864825249
0,39,1.0,0.05130968242883682
0,49,1.0,0.014369776472449303
